16.04.12 11:56:59.176 I> Main|6084 --------------------------------------------------
16.04.12 11:58:28.964 I> CallServerLineSearch|5708 [DefaultUIBaseConnection] 643537622A4A8C1B447B54D28B6FABA4: Параметр => PORT Тип параметра => ptOutput Тип данных => ftString Значение => 56000
16.04.12 11:58:28.964 I> CallServerLineSearch|5708 [DefaultUIBaseConnection] 643537622A4A8C1B447B54D28B6FABA4: Параметр => USE_CRYPTER Тип параметра => ptOutput Тип данных => ftInteger Значение => 1
16.04.12 11:58:28.964 I> CallServerLineSearch|5708 [DefaultUIBaseConnection] 643537622A4A8C1B447B54D28B6FABA4: Параметр => CRYPTER_KEY Тип параметра => ptOutput Тип данных => ftString Значение => NULL
16.04.12 11:58:28.964 I> CallServerLineSearch|5708 [DefaultUIBaseConnection] 643537622A4A8C1B447B54D28B6FABA4: Параметр => CRYPTER_ALGORITHM Тип параметра => ptOutput Тип данных => ftInteger Значение => 35
16.04.12 11:58:28.964 I> CallServerLineSearch|5708 [DefaultUIBaseConnection] 643537622A4A8C1B447B54D28B6FABA4: Параметр => CRYPTER_MODE Тип параметра => ptOutput Тип данных => ftInteger Значение => 0
16.04.12 11:58:28.964 I> CallServerLineSearch|5708 [DefaultUIBaseConnection] 643537622A4A8C1B447B54D28B6FABA4: Параметр => USE_COMPRESSOR Тип параметра => ptOutput Тип данных => ftInteger Значение => 0
16.04.12 11:58:28.964 I> CallServerLineSearch|5708 [DefaultUIBaseConnection] 643537622A4A8C1B447B54D28B6FABA4: Параметр => COMPRESSOR_LEVEL Тип параметра => ptOutput Тип данных => ftInteger Значение => 1
16.04.12 11:58:28.965 I> CallServerLineSearch|5708 [DefaultUIBaseConnection] 643537622A4A8C1B447B54D28B6FABA4: Процедура выполнена успешно.
16.04.12 11:58:28.965 I> CallServerLineSearch|5708 [DefaultUIBaseConnection] 643537622A4A8C1B447B54D28B6FABA4: Начало обновления сессии ...
16.04.12 11:58:28.966 I> CallServerLineSearch|5708 [DefaultUIBaseConnection] 643537622A4A8C1B447B54D28B6FABA4: Запрос обновления сессии => UPDATE SESSIONS SET DATE_CHANGE=CURRENT_TIMESTAMP, QUERY_TEXT=:QUERY_TEXT, DURATION=:DURATION WHERE SESSION_ID='643537622A4A8C1B447B54D28B6FABA4'
16.04.12 11:58:28.972 I> CallServerLineSearch|5708 [DefaultUIBaseConnection] 643537622A4A8C1B447B54D28B6FABA4: Сессия обновлена успешно.
16.04.12 11:58:28.981 I> CallServerLineSearch|5708 [DefaultUIBaseConnection] 643537622A4A8C1B447B54D28B6FABA4: Начало выполнения процедуры ...
16.04.12 11:58:28.981 I> CallServerLineSearch|5708 [DefaultUIBaseConnection] 643537622A4A8C1B447B54D28B6FABA4: Имя процедуры => GET_EVENT_PARAMS
16.04.12 11:58:28.983 I> CallServerLineSearch|5708 [DefaultUIBaseConnection] 643537622A4A8C1B447B54D28B6FABA4: Параметр => SESSION_ID Тип параметра => ptInput Тип данных => uftVarchar Значение => 643537622A4A8C1B447B54D28B6FABA4
16.04.12 11:58:28.983 I> CallServerLineSearch|5708 [DefaultUIBaseConnection] 643537622A4A8C1B447B54D28B6FABA4: Параметр => PROTOCOL Тип параметра => ptInput Тип данных => uftInteger Значение => NULL
16.04.12 11:58:28.983 I> CallServerLineSearch|5708 [DefaultUIBaseConnection] 643537622A4A8C1B447B54D28B6FABA4: Параметры заданы. Запуск процедуры ...
16.04.12 11:58:28.987 I> CallServerLineSearch|5708 [DefaultUIBaseConnection] 643537622A4A8C1B447B54D28B6FABA4: Параметр => SESSION_ID Тип параметра => ptInput Тип данных => ftString Значение => 643537622A4A8C1B447B54D28B6FABA4
16.04.12 11:58:28.987 I> CallServerLineSearch|5708 [DefaultUIBaseConnection] 643537622A4A8C1B447B54D28B6FABA4: Параметр => ACCOUNT_ID Тип параметра => ptOutput Тип данных => ftString Значение => AFC88D99BDB9B49D44F617EE9B0A74F0
16.04.12 11:58:28.987 I> CallServerLineSearch|5708 [DefaultUIBaseConnection] 643537622A4A8C1B447B54D28B6FABA4: Параметр => IP Тип параметра => ptOutput Тип данных => ftString Значение => 192.168.0.2
16.04.12 11:58:28.987 I> CallServerLineSearch|5708 [DefaultUIBaseConnection] 643537622A4A8C1B447B54D28B6FABA4: Параметр => PORT Тип параметра => ptOutput Тип данных => ftString Значение => 55532
16.04.12 11:58:28.987 I> CallServerLineSearch|5708 [DefaultUIBaseConnection] 643537622A4A8C1B447B54D28B6FABA4: Параметр => USE_CRYPTER Тип параметра => ptOutput Тип данных => ftInteger Значение => 0
16.04.12 11:58:28.987 I> CallServerLineSearch|5708 [DefaultUIBaseConnection] 643537622A4A8C1B447B54D28B6FABA4: Параметр => CRYPTER_KEY Тип параметра => ptOutput Тип данных => ftString Значение => NULL
16.04.12 11:58:28.987 I> CallServerLineSearch|5708 [DefaultUIBaseConnection] 643537622A4A8C1B447B54D28B6FABA4: Параметр => CRYPTER_ALGORITHM Тип параметра => ptOutput Тип данных => ftInteger Значение => 34
16.04.12 11:58:28.987 I> CallServerLineSearch|5708 [DefaultUIBaseConnection] 643537622A4A8C1B447B54D28B6FABA4: Параметр => CRYPTER_MODE Тип параметра => ptOutput Тип данных => ftInteger Значение => 0
16.04.12 11:58:28.987 I> CallServerLineSearch|5708 [DefaultUIBaseConnection] 643537622A4A8C1B447B54D28B6FABA4: Параметр => USE_COMPRESSOR Тип параметра => ptOutput Тип данных => ftInteger Значение => 0
16.04.12 11:58:28.987 I> CallServerLineSearch|5708 [DefaultUIBaseConnection] 643537622A4A8C1B447B54D28B6FABA4: Параметр => COMPRESSOR_LEVEL Тип параметра => ptOutput Тип данных => ftInteger Значение => 1
16.04.12 11:58:28.988 I> CallServerLineSearch|5708 [DefaultUIBaseConnection] 643537622A4A8C1B447B54D28B6FABA4: Процедура выполнена успешно.
16.04.12 11:58:28.988 I> CallServerLineSearch|5708 [DefaultUIBaseConnection] 643537622A4A8C1B447B54D28B6FABA4: Начало обновления сессии ...
16.04.12 11:58:28.989 I> CallServerLinePlayIn|3696 [DefaultCallServer] CallServerChannelSip2231003 | lcwIncomingExternal 09C751DA3782B1BB473696502FDE768F: Сценарий 2777787 шаг = Holding
16.04.12 11:58:28.991 I> CallServerLineSearch|5708 [DefaultUIBaseConnection] 643537622A4A8C1B447B54D28B6FABA4: Запрос обновления сессии => UPDATE SESSIONS SET DATE_CHANGE=CURRENT_TIMESTAMP, QUERY_TEXT=:QUERY_TEXT, DURATION=:DURATION WHERE SESSION_ID='643537622A4A8C1B447B54D28B6FABA4'
16.04.12 11:58:28.994 I> CallServerLineSearch|5708 [DefaultUIBaseConnection] 643537622A4A8C1B447B54D28B6FABA4: Сессия обновлена успешно.
16.04.12 11:58:29.047 I> CallServerLineSearch|5708 [DefaultCallServerHandlerEvent] [D9519FC63F7F90364A7BD233CE22A251]
SessionId=F23C701DAB54BD734EA82B273A952A8D
RemoteSessionId=643537622A4A8C1B447B54D28B6FABA4
ChannelId=AE680EACEC958A4F44640F0302CE534C
Sequence=1
DataPort=55533
FormatTag=6
Channels=1
SamplesPerSec=8000
BitsPerSample=8
DataSize=160
PacketTime=20
CallId=09C751DA3782B1BB473696502FDE768F
CallerId=
CallerPhone=2904021
16.04.12 11:58:29.436 I> UdpEvent|4784 [DefaultUdpEventServer] E739E885F9D490FC4AF5365FBEACE933: чтение данных от ip-адреса 192.168.0.2:53871
16.04.12 11:58:29.436 I> UdpEvent|4784 [DefaultUdpEventServer] E739E885F9D490FC4AF5365FBEACE933: [3E8D558FBD8F84B745D2F4E3B4B45F52]
SessionId=643537622A4A8C1B447B54D28B6FABA4
RemoteSessionId=F23C701DAB54BD734EA82B273A952A8D
ChannelId=AE680EACEC958A4F44640F0302CE534C
RequestName=D9519FC63F7F90364A7BD233CE22A251
Sequence=1
ResponseType=1
Message=
16.04.12 11:58:29.436 I> UdpEvent|4784 [DefaultUdpEventServer] E739E885F9D490FC4AF5365FBEACE933: выполнение события 3E8D558FBD8F84B745D2F4E3B4B45F52 сессия 643537622A4A8C1B447B54D28B6FABA4
16.04.12 11:58:29.478 I> Event|3812 [DefaultCallServer] CallServerChannelEvent | lcwSearchInternal 09C751DA3782B1BB473696502FDE768F: Звонок ...
16.04.12 11:58:29.485 I> Event|3812 [DefaultUIBaseConnection] 643537622A4A8C1B447B54D28B6FABA4: Начало выполнения процедуры ...
16.04.12 11:58:29.485 I> Event|3812 [DefaultUIBaseConnection] 643537622A4A8C1B447B54D28B6FABA4: Имя процедуры => U_CALL
16.04.12 11:58:29.491 I> Event|3812 [DefaultUIBaseConnection] 643537622A4A8C1B447B54D28B6FABA4: Параметр => CALL_ID Тип параметра => ptInput Тип данных => uftVarchar Значение => 09C751DA3782B1BB473696502FDE768F
16.04.12 11:58:29.491 I> Event|3812 [DefaultUIBaseConnection] 643537622A4A8C1B447B54D28B6FABA4: Параметр => LINE_ID Тип параметра => ptInput Тип данных => uftVarchar Значение => 85A2218EB3D5A6F74D59C23C051AC73D
16.04.12 11:58:29.491 I> Event|3812 [DefaultUIBaseConnection] 643537622A4A8C1B447B54D28B6FABA4: Параметр => DIRECTION Тип параметра => ptInput Тип данных => uftInteger Значение => 0
16.04.12 11:58:29.491 I> Event|3812 [DefaultUIBaseConnection] 643537622A4A8C1B447B54D28B6FABA4: Параметр => OPERATOR_ID Тип параметра => ptInput Тип данных => uftVarchar Значение => 9C25EFB95C99AC734EFD128CF42502C0
16.04.12 11:58:29.491 I> Event|3812 [DefaultUIBaseConnection] 643537622A4A8C1B447B54D28B6FABA4: Параметр => CALL_RESULT_ID Тип параметра => ptInput Тип данных => uftVarchar Значение => NULL
16.04.12 11:58:29.491 I> Event|3812 [DefaultUIBaseConnection] 643537622A4A8C1B447B54D28B6FABA4: Параметр => FIRM_ID Тип параметра => ptInput Тип данных => uftVarchar Значение => C49DF004D660BBAF434839044848F5B8
16.04.12 11:58:29.491 I> Event|3812 [DefaultUIBaseConnection] 643537622A4A8C1B447B54D28B6FABA4: Параметр => CREATOR_ID Тип параметра => ptInput Тип данных => uftVarchar Значение => AFC88D99BDB9B49D44F617EE9B0A74F0
16.04.12 11:58:29.491 I> Event|3812 [DefaultUIBaseConnection] 643537622A4A8C1B447B54D28B6FABA4: Параметр => DATE_CREATE Тип параметра => ptInput Тип данных => uftTimestamp Значение => 16.04.2012 11:58:27
16.04.12 11:58:29.491 I> Event|3812 [DefaultUIBaseConnection] 643537622A4A8C1B447B54D28B6FABA4: Параметр => CALLER_ID Тип параметра => ptInput Тип данных => uftVarchar Значение => NULL
16.04.12 11:58:29.491 I> Event|3812 [DefaultUIBaseConnection] 643537622A4A8C1B447B54D28B6FABA4: Параметр => CALLER_PHONE Тип параметра => ptInput Тип данных => uftVarchar Значение => 2904021
16.04.12 11:58:29.491 I> Event|3812 [DefaultUIBaseConnection] 643537622A4A8C1B447B54D28B6FABA4: Параметр => CALLER_DIVERSION Тип параметра => ptInput Тип данных => uftVarchar Значение => NULL
16.04.12 11:58:29.491 I> Event|3812 [DefaultUIBaseConnection] 643537622A4A8C1B447B54D28B6FABA4: Параметр => ACCEPTOR_ID Тип параметра => ptInput Тип данных => uftVarchar Значение => 0C934C30E11781634DFB42D318764A94
16.04.12 11:58:29.491 I> Event|3812 [DefaultUIBaseConnection] 643537622A4A8C1B447B54D28B6FABA4: Параметр => ACCEPTOR_PHONE Тип параметра => ptInput Тип данных => uftVarchar Значение => NULL
16.04.12 11:58:29.491 I> Event|3812 [DefaultUIBaseConnection] 643537622A4A8C1B447B54D28B6FABA4: Параметр => DATE_FOUND Тип параметра => ptInput Тип данных => uftTimestamp Значение => 16.04.2012 11:58:29
16.04.12 11:58:29.492 I> Event|3812 [DefaultUIBaseConnection] 643537622A4A8C1B447B54D28B6FABA4: Параметр => DATE_BEGIN Тип параметра => ptInput Тип данных => uftTimestamp Значение => NULL
16.04.12 11:58:29.492 I> Event|3812 [DefaultUIBaseConnection] 643537622A4A8C1B447B54D28B6FABA4: Параметр => DATE_END Тип параметра => ptInput Тип данных => uftTimestamp Значение => NULL
16.04.12 11:58:29.492 I> Event|3812 [DefaultUIBaseConnection] 643537622A4A8C1B447B54D28B6FABA4: Параметр => TYPE_END Тип параметра => ptInput Тип данных => uftInteger Значение => NULL
16.04.12 11:58:29.492 I> Event|3812 [DefaultUIBaseConnection] 643537622A4A8C1B447B54D28B6FABA4: Параметр => CALLER_AUDIO Тип параметра => ptInput Тип данных => uftBlob Значение => 
16.04.12 11:58:29.492 I> Event|3812 [DefaultUIBaseConnection] 643537622A4A8C1B447B54D28B6FABA4: Параметр => ACCEPTOR_AUDIO Тип параметра => ptInput Тип данных => uftBlob Значение => 
16.04.12 11:58:29.492 I> Event|3812 [DefaultUIBaseConnection] 643537622A4A8C1B447B54D28B6FABA4: Параметр => IN_CHANNEL Тип параметра => ptInput Тип данных => uftVarchar Значение => CallServerChannelSip2231003
16.04.12 11:58:29.492 I> Event|3812 [DefaultUIBaseConnection] 643537622A4A8C1B447B54D28B6FABA4: Параметр => OUT_CHANNEL Тип параметра => ptInput Тип данных => uftVarchar Значение => NULL
16.04.12 11:58:29.492 I> Event|3812 [DefaultUIBaseConnection] 643537622A4A8C1B447B54D28B6FABA4: Параметр => OLD_CALL_ID Тип параметра => ptInput Тип данных => uftVarchar Значение => 09C751DA3782B1BB473696502FDE768F
16.04.12 11:58:29.492 I> Event|3812 [DefaultUIBaseConnection] 643537622A4A8C1B447B54D28B6FABA4: Параметры заданы. Запуск процедуры ...
16.04.12 11:58:29.512 I> Event|3812 [DefaultUIBaseConnection] 643537622A4A8C1B447B54D28B6FABA4: Параметр => CALL_ID Тип параметра => ptInput Тип данных => ftString Значение => 09C751DA3782B1BB473696502FDE768F
16.04.12 11:58:29.512 I> Event|3812 [DefaultUIBaseConnection] 643537622A4A8C1B447B54D28B6FABA4: Параметр => LINE_ID Тип параметра => ptInput Тип данных => ftString Значение => 85A2218EB3D5A6F74D59C23C051AC73D
16.04.12 11:58:29.512 I> Event|3812 [DefaultUIBaseConnection] 643537622A4A8C1B447B54D28B6FABA4: Параметр => CALL_RESULT_ID Тип параметра => ptInput Тип данных => ftUnknown Значение => NULL
16.04.12 11:58:29.512 I> Event|3812 [DefaultUIBaseConnection] 643537622A4A8C1B447B54D28B6FABA4: Параметр => DIRECTION Тип параметра => ptInput Тип данных => ftSmallint Значение => 0
16.04.12 11:58:29.512 I> Event|3812 [DefaultUIBaseConnection] 643537622A4A8C1B447B54D28B6FABA4: Параметр => OPERATOR_ID Тип параметра => ptInput Тип данных => ftString Значение => 9C25EFB95C99AC734EFD128CF42502C0
16.04.12 11:58:29.512 I> Event|3812 [DefaultUIBaseConnection] 643537622A4A8C1B447B54D28B6FABA4: Параметр => FIRM_ID Тип параметра => ptInput Тип данных => ftString Значение => C49DF004D660BBAF434839044848F5B8
16.04.12 11:58:29.512 I> Event|3812 [DefaultUIBaseConnection] 643537622A4A8C1B447B54D28B6FABA4: Параметр => CREATOR_ID Тип параметра => ptInput Тип данных => ftString Значение => AFC88D99BDB9B49D44F617EE9B0A74F0
16.04.12 11:58:29.512 I> Event|3812 [DefaultUIBaseConnection] 643537622A4A8C1B447B54D28B6FABA4: Параметр => DATE_CREATE Тип параметра => ptInput Тип данных => ftDateTime Значение => 16.04.2012 11:58:28
16.04.12 11:58:29.512 I> Event|3812 [DefaultUIBaseConnection] 643537622A4A8C1B447B54D28B6FABA4: Параметр => CALLER_ID Тип параметра => ptInput Тип данных => ftUnknown Значение => NULL
16.04.12 11:58:29.512 I> Event|3812 [DefaultUIBaseConnection] 643537622A4A8C1B447B54D28B6FABA4: Параметр => CALLER_PHONE Тип параметра => ptInput Тип данных => ftString Значение => 2904021
16.04.12 11:58:29.512 I> Event|3812 [DefaultUIBaseConnection] 643537622A4A8C1B447B54D28B6FABA4: Параметр => CALLER_DIVERSION Тип параметра => ptInput Тип данных => ftUnknown Значение => NULL
16.04.12 11:58:29.512 I> Event|3812 [DefaultUIBaseConnection] 643537622A4A8C1B447B54D28B6FABA4: Параметр => ACCEPTOR_ID Тип параметра => ptInput Тип данных => ftString Значение => 0C934C30E11781634DFB42D318764A94
16.04.12 11:58:29.512 I> Event|3812 [DefaultUIBaseConnection] 643537622A4A8C1B447B54D28B6FABA4: Параметр => ACCEPTOR_PHONE Тип параметра => ptInput Тип данных => ftUnknown Значение => NULL
16.04.12 11:58:29.512 I> Event|3812 [DefaultUIBaseConnection] 643537622A4A8C1B447B54D28B6FABA4: Параметр => DATE_FOUND Тип параметра => ptInput Тип данных => ftDateTime Значение => 16.04.2012 11:58:29
16.04.12 11:58:29.512 I> Event|3812 [DefaultUIBaseConnection] 643537622A4A8C1B447B54D28B6FABA4: Параметр => DATE_BEGIN Тип параметра => ptInput Тип данных => ftUnknown Значение => NULL
16.04.12 11:58:29.512 I> Event|3812 [DefaultUIBaseConnection] 643537622A4A8C1B447B54D28B6FABA4: Параметр => DATE_END Тип параметра => ptInput Тип данных => ftUnknown Значение => NULL
16.04.12 11:58:29.512 I> Event|3812 [DefaultUIBaseConnection] 643537622A4A8C1B447B54D28B6FABA4: Параметр => TYPE_END Тип параметра => ptInput Тип данных => ftUnknown Значение => NULL
16.04.12 11:58:29.513 I> Event|3812 [DefaultUIBaseConnection] 643537622A4A8C1B447B54D28B6FABA4: Параметр => CALLER_AUDIO Тип параметра => ptInput Тип данных => ftString Значение => RIFF&2
16.04.12 11:58:29.513 I> Event|3812 [DefaultUIBaseConnection] 643537622A4A8C1B447B54D28B6FABA4: Параметр => ACCEPTOR_AUDIO Тип параметра => ptInput Тип данных => ftString Значение => RIFF†'
16.04.12 11:58:29.513 I> Event|3812 [DefaultUIBaseConnection] 643537622A4A8C1B447B54D28B6FABA4: Параметр => IN_CHANNEL Тип параметра => ptInput Тип данных => ftString Значение => CallServerChannelSip2231003
16.04.12 11:58:29.513 I> Event|3812 [DefaultUIBaseConnection] 643537622A4A8C1B447B54D28B6FABA4: Параметр => OUT_CHANNEL Тип параметра => ptInput Тип данных => ftUnknown Значение => NULL
16.04.12 11:58:29.516 I> Event|3812 [DefaultUIBaseConnection] 643537622A4A8C1B447B54D28B6FABA4: Процедура выполнена успешно.
16.04.12 11:58:29.516 I> Event|3812 [DefaultUIBaseConnection] 643537622A4A8C1B447B54D28B6FABA4: Начало обновления сессии ...
16.04.12 11:58:29.518 I> Event|3812 [DefaultUIBaseConnection] 643537622A4A8C1B447B54D28B6FABA4: Запрос обновления сессии => UPDATE SESSIONS SET DATE_CHANGE=CURRENT_TIMESTAMP, QUERY_TEXT=:QUERY_TEXT, DURATION=:DURATION WHERE SESSION_ID='643537622A4A8C1B447B54D28B6FABA4'
16.04.12 11:58:29.524 I> Event|3812 [DefaultUIBaseConnection] 643537622A4A8C1B447B54D28B6FABA4: Сессия обновлена успешно.
16.04.12 11:58:30.696 I> SipReceive|3248 [Rostel2CallServerHandlerSip] Получены данные от 195.112.242.242:5060 => BYE sip:2231003@192.168.1.3:11000 SIP/2.0
Via: SIP/2.0/UDP 195.112.242.242:5060;branch=z9hG4bK3cbbus00coq0bisq3081cd0000070.1
Call-ID: SD8j4ia01-84c426399347f073f63d33736962a7f1-a86o3f0
CSeq: 14 BYE
From: "2904021" <sip:2904021@195.112.242.242:5060;user=phone;cpc=ordinary>;tag=SD8j4ia01-g32i15fa2l
To: "2231003" <sip:2231003@195.112.242.242:5060>;tag=24F75F70
Reason: Q.850;cause=16;text="Normal call clearing"
Max-Forwards: 69
Content-Length: 0
16.04.12 11:58:30.696 I> SipReceive|3248 [Rostel2CallServerHandlerSip] Отправлены данные на 195.112.242.242:5060 => SIP/2.0 200 OK
Via: SIP/2.0/UDP 195.112.242.242:5060;rport;branch=z9hG4bK3cbbus00coq0bisq3081cd0000070.1
From: "2904021" <sip:2904021@195.112.242.242:5060;user=phone;cpc=ordinary>;tag=SD8j4ia01-g32i15fa2l
To: "2231003" <sip:2231003@195.112.242.242:5060>;tag=24F75F70
Call-ID: SD8j4ia01-84c426399347f073f63d33736962a7f1-a86o3f0
CSeq: 14 BYE
Content-Length: 0
16.04.12 11:58:30.696 I> SipReceive|3248 [DefaultCallServer] CallServerChannelSip2231003 | lcwIncomingExternal 09C751DA3782B1BB473696502FDE768F: Отключение ...
16.04.12 11:58:30.731 I> CallServerLineSearch|5708 [DefaultCallServerHandlerEvent] [137C13E87C66871A48B65F4022D77F9D]
SessionId=F23C701DAB54BD734EA82B273A952A8D
ChannelId=AE680EACEC958A4F44640F0302CE534C
Sequence=2
16.04.12 11:58:30.763 I> UdpEvent|4784 [DefaultUdpEventServer] C67790AD9BE08D5842709343566A5675: чтение данных от ip-адреса 192.168.0.2:53873
16.04.12 11:58:30.763 I> UdpEvent|4784 [DefaultUdpEventServer] C67790AD9BE08D5842709343566A5675: [3E8D558FBD8F84B745D2F4E3B4B45F52]
SessionId=643537622A4A8C1B447B54D28B6FABA4
ChannelId=AE680EACEC958A4F44640F0302CE534C
RequestName=137C13E87C66871A48B65F4022D77F9D
Sequence=2
ResponseType=1
Message=
16.04.12 11:58:30.763 I> UdpEvent|4784 [DefaultUdpEventServer] C67790AD9BE08D5842709343566A5675: выполнение события 3E8D558FBD8F84B745D2F4E3B4B45F52 сессия 643537622A4A8C1B447B54D28B6FABA4
16.04.12 11:58:30.792 I> SipReceive|3248 [DefaultUIBaseConnection] 643537622A4A8C1B447B54D28B6FABA4: Начало выполнения процедуры ...
16.04.12 11:58:30.792 I> SipReceive|3248 [DefaultUIBaseConnection] 643537622A4A8C1B447B54D28B6FABA4: Имя процедуры => U_CALL
16.04.12 11:58:30.797 I> Event|3872 [DefaultCallServer] CallServerChannelEvent | lcwSearchInternal 09C751DA3782B1BB473696502FDE768F: Отключение ...
16.04.12 11:58:30.799 I> SipReceive|3248 [DefaultUIBaseConnection] 643537622A4A8C1B447B54D28B6FABA4: Параметр => CALL_ID Тип параметра => ptInput Тип данных => uftVarchar Значение => 09C751DA3782B1BB473696502FDE768F
16.04.12 11:58:30.799 I> SipReceive|3248 [DefaultUIBaseConnection] 643537622A4A8C1B447B54D28B6FABA4: Параметр => LINE_ID Тип параметра => ptInput Тип данных => uftVarchar Значение => 85A2218EB3D5A6F74D59C23C051AC73D
16.04.12 11:58:30.799 I> SipReceive|3248 [DefaultUIBaseConnection] 643537622A4A8C1B447B54D28B6FABA4: Параметр => DIRECTION Тип параметра => ptInput Тип данных => uftInteger Значение => 0
16.04.12 11:58:30.799 I> SipReceive|3248 [DefaultUIBaseConnection] 643537622A4A8C1B447B54D28B6FABA4: Параметр => OPERATOR_ID Тип параметра => ptInput Тип данных => uftVarchar Значение => 9C25EFB95C99AC734EFD128CF42502C0
16.04.12 11:58:30.799 I> SipReceive|3248 [DefaultUIBaseConnection] 643537622A4A8C1B447B54D28B6FABA4: Параметр => CALL_RESULT_ID Тип параметра => ptInput Тип данных => uftVarchar Значение => NULL
16.04.12 11:58:30.799 I> SipReceive|3248 [DefaultUIBaseConnection] 643537622A4A8C1B447B54D28B6FABA4: Параметр => FIRM_ID Тип параметра => ptInput Тип данных => uftVarchar Значение => C49DF004D660BBAF434839044848F5B8
16.04.12 11:58:30.799 I> SipReceive|3248 [DefaultUIBaseConnection] 643537622A4A8C1B447B54D28B6FABA4: Параметр => CREATOR_ID Тип параметра => ptInput Тип данных => uftVarchar Значение => AFC88D99BDB9B49D44F617EE9B0A74F0
16.04.12 11:58:30.799 I> SipReceive|3248 [DefaultUIBaseConnection] 643537622A4A8C1B447B54D28B6FABA4: Параметр => DATE_CREATE Тип параметра => ptInput Тип данных => uftTimestamp Значение => 16.04.2012 11:58:27
16.04.12 11:58:30.799 I> SipReceive|3248 [DefaultUIBaseConnection] 643537622A4A8C1B447B54D28B6FABA4: Параметр => CALLER_ID Тип параметра => ptInput Тип данных => uftVarchar Значение => NULL
16.04.12 11:58:30.799 I> SipReceive|3248 [DefaultUIBaseConnection] 643537622A4A8C1B447B54D28B6FABA4: Параметр => CALLER_PHONE Тип параметра => ptInput Тип данных => uftVarchar Значение => 2904021
16.04.12 11:58:30.800 I> SipReceive|3248 [DefaultUIBaseConnection] 643537622A4A8C1B447B54D28B6FABA4: Параметр => CALLER_DIVERSION Тип параметра => ptInput Тип данных => uftVarchar Значение => NULL
16.04.12 11:58:30.800 I> SipReceive|3248 [DefaultUIBaseConnection] 643537622A4A8C1B447B54D28B6FABA4: Параметр => ACCEPTOR_ID Тип параметра => ptInput Тип данных => uftVarchar Значение => 0C934C30E11781634DFB42D318764A94
16.04.12 11:58:30.800 I> SipReceive|3248 [DefaultUIBaseConnection] 643537622A4A8C1B447B54D28B6FABA4: Параметр => ACCEPTOR_PHONE Тип параметра => ptInput Тип данных => uftVarchar Значение => NULL
16.04.12 11:58:30.800 I> SipReceive|3248 [DefaultUIBaseConnection] 643537622A4A8C1B447B54D28B6FABA4: Параметр => DATE_FOUND Тип параметра => ptInput Тип данных => uftTimestamp Значение => 16.04.2012 11:58:29
16.04.12 11:58:30.800 I> SipReceive|3248 [DefaultUIBaseConnection] 643537622A4A8C1B447B54D28B6FABA4: Параметр => DATE_BEGIN Тип параметра => ptInput Тип данных => uftTimestamp Значение => NULL
16.04.12 11:58:30.800 I> SipReceive|3248 [DefaultUIBaseConnection] 643537622A4A8C1B447B54D28B6FABA4: Параметр => DATE_END Тип параметра => ptInput Тип данных => uftTimestamp Значение => 16.04.2012 11:58:30
16.04.12 11:58:30.800 I> SipReceive|3248 [DefaultUIBaseConnection] 643537622A4A8C1B447B54D28B6FABA4: Параметр => TYPE_END Тип параметра => ptInput Тип данных => uftInteger Значение => 4
16.04.12 11:58:30.800 I> SipReceive|3248 [DefaultUIBaseConnection] 643537622A4A8C1B447B54D28B6FABA4: Параметр => CALLER_AUDIO Тип параметра => ptInput Тип данных => uftBlob Значение => 
16.04.12 11:58:30.800 I> SipReceive|3248 [DefaultUIBaseConnection] 643537622A4A8C1B447B54D28B6FABA4: Параметр => ACCEPTOR_AUDIO Тип параметра => ptInput Тип данных => uftBlob Значение => 
16.04.12 11:58:30.800 I> SipReceive|3248 [DefaultUIBaseConnection] 643537622A4A8C1B447B54D28B6FABA4: Параметр => IN_CHANNEL Тип параметра => ptInput Тип данных => uftVarchar Значение => CallServerChannelSip2231003
16.04.12 11:58:30.800 I> SipReceive|3248 [DefaultUIBaseConnection] 643537622A4A8C1B447B54D28B6FABA4: Параметр => OUT_CHANNEL Тип параметра => ptInput Тип данных => uftVarchar Значение => NULL
16.04.12 11:58:30.800 I> SipReceive|3248 [DefaultUIBaseConnection] 643537622A4A8C1B447B54D28B6FABA4: Параметр => OLD_CALL_ID Тип параметра => ptInput Тип данных => uftVarchar Значение => 09C751DA3782B1BB473696502FDE768F
16.04.12 11:58:30.800 I> SipReceive|3248 [DefaultUIBaseConnection] 643537622A4A8C1B447B54D28B6FABA4: Параметры заданы. Запуск процедуры ...
16.04.12 11:58:30.804 I> SipReceive|3248 [DefaultUIBaseConnection] 643537622A4A8C1B447B54D28B6FABA4: Параметр => CALL_ID Тип параметра => ptInput Тип данных => ftString Значение => 09C751DA3782B1BB473696502FDE768F
16.04.12 11:58:30.804 I> SipReceive|3248 [DefaultUIBaseConnection] 643537622A4A8C1B447B54D28B6FABA4: Параметр => LINE_ID Тип параметра => ptInput Тип данных => ftString Значение => 85A2218EB3D5A6F74D59C23C051AC73D
16.04.12 11:58:30.804 I> SipReceive|3248 [DefaultUIBaseConnection] 643537622A4A8C1B447B54D28B6FABA4: Параметр => CALL_RESULT_ID Тип параметра => ptInput Тип данных => ftUnknown Значение => NULL
